PROVINSI,JENIS_TANAMAN,LUAS_PANEN(Hektar),LUAS_SAWAH(Hektar),SUHU(C),CURAH_HUJAN(mm),PRODUKSI(ton),TAHUN
DI YOGYAKARTA,0,150827.00,55291.00,26,"2 285,00",842934.00,2011
JAWA TIMUR,0,1926796.00,1106449.00,,"1 790,00",10576543.00,2011
BANTEN,0,397021.00,197165.00,27,"1 141,00",1949714.00,2011
BALI,0,152585.00,80164.00,"26,8","1 890,00",858316.00,2011
NUSA TENGGARA BARAT,0,418062.00,240180.00,,,2067137.00,2011
NUSA TENGGARA TIMUR,0,195201.00,144574.00,27,"1 699,00",591371.00,2011
KALIMANTAN BARAT,0,444353.00,318581.00,"26,6","3 129,00",1372988.00,2011
KALIMANTAN TENGAH,0,214161.00,202237.00,,"3 434,60",610236.00,2011
KALIMANTAN SELATAN,0,489134.00,457155.00,"27,1","2 751,00",2038309.00,2011
KALIMANTAN TIMUR,0,140215.00,90518.00,"27,3","2 990,00",552616.00,2011
KALIMANTAN UTARA,0,-,-,,,-,2011
SULAWESI UTARA,0,122108.00,56181.00,"26,1","3 031,00",596223.00,2011
SULAWESI TENGAH,0,221846.00,137786.00,"27,6",667,1041789.00,2011
SULAWESI SELATAN,0,889232.00,576559.00,"26,8","3 465,00",4511705.00,2011
SULAWESI TENGGARA,0,118916.00,85585.00,,"1 511,00",491567.00,2011
GORONTALO,0,52811.00,28707.00,27,"2 272,00",273921.00,2011
SULAWESI BARAT,0,76347.00,55016.00,"27,7","1 660,00",365683.00,2011
MALUKU,0,21227.00,14085.00,"26,6","3 988,00",87468.00,2011
MALUKU UTARA,0,16783.00,9093.00,"26,9","2 962,00",61430.00,2011
PAPUA BARAT,0,8283.00,7648.00,"27,1","2 681,00",29304.00,2011
PAPUA,0,29262.00,27756.00,"27,1","2 226,00",115437.00,2011
ACEH,1,41853.00,307556.00,"27,1","1 268,00",168861.00,2011
SUMATERA UTARA,1,255291.00,467138.00,"27,2","2 042,00",1294645.00,2011
SUMATERA BARAT,1,71116.00,231463.00,,,471849.00,2011
RIAU,1,14139.00,115897.00,27,"2 405,00",33197.00,2011
JAMBI,1,6706.00,113757.00,"26,9","2 295,00",25521.00,2011
SUMATERA SELATAN,1,32965.00,629355.00,"27,3","2 593,00",125688.00,2011
BENGKULU,1,22215.00,90217.00,,,87362.00,2011
LAMPUNG,1,380917.00,350949.00,"26,8","1 568,00",1817906.00,2011
KEP. BANGKA BELITUNG,1,277.00,5932.00,"27,4","2 921,00",850.00,2011
KEP. RIAU,1,434.00,393.00,"26,8","3 893,00",923.00,2011
DKI JAKARTA,1,12.00,1098.00,"28,5","1 274,00",23.00,2011
JAWA BARAT,1,147152.00,930507.00,"23,4","1 789,00",945104.00,2011
JAWA TENGAH,1,520149.00,960970.00,"27,7","1 879,00",2772575.00,2011
DI YOGYAKARTA,1,69768.00,55291.00,26,"2 285,00",291596.00,2011
JAWA TIMUR,1,1204063.00,1106449.00,,"1 790,00",5443705.00,2011
BANTEN,1,4600.00,197165.00,27,"1 141,00",13863.00,2011
BALI,1,22739.00,80164.00,"26,8","1 890,00",64606.00,2011
NUSA TENGGARA BARAT,1,89307.00,240180.00,,,456915.00,2011
NUSA TENGGARA TIMUR,1,246893.00,144574.00,27,"1 699,00",524638.00,2011
KALIMANTAN BARAT,1,45593.00,318581.00,"26,6","3 129,00",160819.00,2011
KALIMANTAN TENGAH,1,3195.00,202237.00,,"3 434,60",9208.00,2011
KALIMANTAN SELATAN,1,19487.00,457155.00,"27,1","2 751,00",99779.00,2011
KALIMANTAN TIMUR,1,2965.00,90518.00,"27,3","2 990,00",7341.00,2011
KALIMANTAN UTARA,1,-,-,,,-,2011
SULAWESI UTARA,1,119850.00,56181.00,"26,1","3 031,00",438504.00,2011
SULAWESI TENGAH,1,41218.00,137786.00,"27,6",667,161810.00,2011
SULAWESI SELATAN,1,297126.00,576559.00,"26,8","3 465,00",1420154.00,2011
SULAWESI TENGGARA,1,28892.00,85585.00,,"1 511,00",67997.00,2011
GORONTALO,1,135754.00,28707.00,27,"2 272,00",605782.00,2011
SULAWESI BARAT,1,17372.00,55016.00,"27,7","1 660,00",82995.00,2011
MALUKU,1,4808.00,14085.00,"26,6","3 988,00",13875.00,2011
MALUKU UTARA,1,12733.00,9093.00,"26,9","2 962,00",26149.00,2011
PAPUA BARAT,1,1278.00,7648.00,"27,1","2 681,00",2125.00,2011
PAPUA,1,3825.00,27756.00,"27,1","2 226,00",6885.00,2011
ACEH,2,35370.00,307556.00,"27,1","1 268,00",50006.00,2011
SUMATERA UTARA,2,11413.00,467138.00,"27,2","2 042,00",11426.00,2011
SUMATERA BARAT,2,1345.00,231463.00,,,1925.00,2011
RIAU,2,6425.00,115897.00,27,"2 405,00",7100.00,2011
JAMBI,2,4563.00,113757.00,"26,9","2 295,00",5668.00,2011
SUMATERA SELATAN,2,8698.00,629355.00,"27,3","2 593,00",13710.00,2011
BENGKULU,2,3425.00,90217.00,,,3458.00,2011
LAMPUNG,2,9232.00,350949.00,"26,8","1 568,00",10984.00,2011
KEP. BANGKA BELITUNG,2,1.00,5932.00,"27,4","2 921,00",1.00,2011
KEP. RIAU,2,7.00,393.00,"26,8","3 893,00",7.00,2011
DKI JAKARTA,2,-,1098.00,"28,5","1 274,00",-,2011
JAWA BARAT,2,35674.00,930507.00,"23,4","1 789,00",56166.00,2011
JAWA TENGAH,2,81988.00,960970.00,"27,7","1 879,00",112273.00,2011
DI YOGYAKARTA,2,28988.00,55291.00,26,"2 285,00",32795.00,2011
JAWA TIMUR,2,252815.00,1106449.00,,"1 790,00",366999.00,2011
BANTEN,2,4719.00,197165.00,27,"1 141,00",5885.00,2011
BALI,2,6896.00,80164.00,"26,8","1 890,00",8503.00,2011
NUSA TENGGARA BARAT,2,75042.00,240180.00,,,88099.00,2011
NUSA TENGGARA TIMUR,2,1366.00,144574.00,27,"1 699,00",1378.00,2011
KALIMANTAN BARAT,2,1501.00,318581.00,"26,6","3 129,00",2027.00,2011
KALIMANTAN TENGAH,2,2443.00,202237.00,,"3 434,60",2823.00,2011
KALIMANTAN SELATAN,2,3354.00,457155.00,"27,1","2 751,00",4376.00,2011
KALIMANTAN TIMUR,2,1835.00,90518.00,"27,3","2 990,00",2281.00,2011
KALIMANTAN UTARA,2,-,-,,,-,2011
SULAWESI UTARA,2,4746.00,56181.00,"26,1","3 031,00",6319.00,2011
SULAWESI TENGAH,2,4632.00,137786.00,"27,6",667,6900.00,2011
SULAWESI SELATAN,2,21441.00,576559.00,"26,8","3 465,00",33716.00,2011
SULAWESI TENGGARA,2,5814.00,85585.00,,"1 511,00",6113.00,2011
GORONTALO,2,1741.00,28707.00,27,"2 272,00",2156.00,2011
SULAWESI BARAT,2,1764.00,55016.00,"27,7","1 660,00",2433.00,2011
MALUKU,2,247.00,14085.00,"26,6","3 988,00",297.00,2011
MALUKU UTARA,2,845.00,9093.00,"26,9","2 962,00",1100.00,2011
PAPUA BARAT,2,375.00,7648.00,"27,1","2 681,00",403.00,2011
PAPUA,2,3549.00,27756.00,"27,1","2 226,00",3959.00,2011
ACEH,3,4999.00,307556.00,"27,1","1 268,00",6172.00,2011
SUMATERA UTARA,3,10773.00,467138.00,"27,2","2 042,00",11093.00,2011
SUMATERA BARAT,3,7891.00,231463.00,,,11908.00,2011
RIAU,3,1819.00,115897.00,27,"2 405,00",1692.00,2011
JAMBI,3,1315.00,113757.00,"26,9","2 295,00",1680.00,2011
SUMATERA SELATAN,3,3046.00,629355.00,"27,3","2 593,00",3960.00,2011
BENGKULU,3,6384.00,90217.00,,,6444.00,2011
LAMPUNG,3,10148.00,350949.00,"26,8","1 568,00",12911.00,2011
KEP. BANGKA BELITUNG,3,342.00,5932.00,"27,4","2 921,00",339.00,2011
KEP. RIAU,3,155.00,393.00,"26,8","3 893,00",143.00,2011
DKI JAKARTA,3,7.00,1098.00,"28,5","1 274,00",7.00,2011
JAWA BARAT,3,48641.00,930507.00,"23,4","1 789,00",73705.00,2011
JAWA TENGAH,3,94662.00,960970.00,"27,7","1 879,00",122306.00,2011
DI YOGYAKARTA,3,59533.00,55291.00,26,"2 285,00",64084.00,2011
JAWA TIMUR,3,164921.00,1106449.00,,"1 790,00",211416.00,2011
BANTEN,3,10075.00,197165.00,27,"1 141,00",12246.00,2011
BALI,3,9926.00,80164.00,"26,8","1 890,00",11212.00,2011
NUSA TENGGARA BARAT,3,26319.00,240180.00,,,37965.00,2011
NUSA TENGGARA TIMUR,3,19395.00,144574.00,27,"1 699,00",23685.00,2011
KALIMANTAN BARAT,3,1428.00,318581.00,"26,6","3 129,00",1767.00,2011
KALIMANTAN TENGAH,3,689.00,202237.00,,"3 434,60",772.00,2011
KALIMANTAN SELATAN,3,10073.00,457155.00,"27,1","2 751,00",12181.00,2011
KALIMANTAN TIMUR,3,1514.00,90518.00,"27,3","2 990,00",1817.00,2011
KALIMANTAN UTARA,3,-,-,,,-,2011
SULAWESI UTARA,3,6908.00,56181.00,"26,1","3 031,00",9049.00,2011
SULAWESI TENGAH,3,6362.00,137786.00,"27,6",667,10513.00,2011
SULAWESI SELATAN,3,15192.00,576559.00,"26,8","3 465,00",24808.00,2011
SULAWESI TENGGARA,3,5887.00,85585.00,,"1 511,00",4540.00,2011
GORONTALO,3,955.00,28707.00,27,"2 272,00",979.00,2011
SULAWESI BARAT,3,873.00,55016.00,"27,7","1 660,00",1230.00,2011
MALUKU,3,2222.00,14085.00,"26,6","3 988,00",2839.00,2011
MALUKU UTARA,3,4430.00,9093.00,"26,9","2 962,00",5095.00,2011
PAPUA BARAT,3,596.00,7648.00,"27,1","2 681,00",626.00,2011
PAPUA,3,1979.00,27756.00,"27,1","2 226,00",2105.00,2011
ACEH,4,1453.00,307556.00,"27,1","1 268,00",1507.00,2011
SUMATERA UTARA,4,3004.00,467138.00,"27,2","2 042,00",3250.00,2011
SUMATERA BARAT,4,914.00,231463.00,,,1121.00,2011
RIAU,4,938.00,115897.00,27,"2 405,00",995.00,2011
JAMBI,4,402.00,113757.00,"26,9","2 295,00",445.00,2011
SUMATERA SELATAN,4,1914.00,629355.00,"27,3","2 593,00",2611.00,2011
BENGKULU,4,1427.00,90217.00,,,1405.00,2011
LAMPUNG,4,4071.00,350949.00,"26,8","1 568,00",3644.00,2011
KEP. BANGKA BELITUNG,4,1.00,5932.00,"27,4","2 921,00",-,2011
KEP. RIAU,4,-,393.00,"26,8","3 893,00",-,2011
DKI JAKARTA,4,-,1098.00,"28,5","1 274,00",-,2011
JAWA BARAT,4,12507.00,930507.00,"23,4","1 789,00",14221.00,2011
JAWA TENGAH,4,99156.00,960970.00,"27,7","1 879,00",116518.00,2011
DI YOGYAKARTA,4,614.00,55291.00,26,"2 285,00",371.00,2011
JAWA TIMUR,4,68624.00,1106449.00,,"1 790,00",80329.00,2011
BANTEN,4,1168.00,197165.00,27,"1 141,00",927.00,2011
BALI,4,983.00,80164.00,"26,8","1 890,00",884.00,2011
NUSA TENGGARA BARAT,4,45351.00,240180.00,,,50702.00,2011
NUSA TENGGARA TIMUR,4,12307.00,144574.00,27,"1 699,00",10407.00,2011
KALIMANTAN BARAT,4,2309.00,318581.00,"26,6","3 129,00",1687.00,2011
KALIMANTAN TENGAH,4,125.00,202237.00,,"3 434,60",103.00,2011
KALIMANTAN SELATAN,4,744.00,457155.00,"27,1","2 751,00",774.00,2011
KALIMANTAN TIMUR,4,731.00,90518.00,"27,3","2 990,00",761.00,2011
KALIMANTAN UTARA,4,-,-,,,-,2011
SULAWESI UTARA,4,1433.00,56181.00,"26,1","3 031,00",1825.00,2011
SULAWESI TENGAH,4,1577.00,137786.00,"27,6",667,1312.00,2011
SULAWESI SELATAN,4,31079.00,576559.00,"26,8","3 465,00",41093.00,2011
SULAWESI TENGGARA,4,1899.00,85585.00,,"1 511,00",1527.00,2011
GORONTALO,4,172.00,28707.00,27,"2 272,00",219.00,2011
SULAWESI BARAT,4,526.00,55016.00,"27,7","1 660,00",714.00,2011
MALUKU,4,655.00,14085.00,"26,6","3 988,00",692.00,2011
MALUKU UTARA,4,247.00,9093.00,"26,9","2 962,00",272.00,2011
PAPUA BARAT,4,257.00,7648.00,"27,1","2 681,00",264.00,2011
PAPUA,4,727.00,27756.00,"27,1","2 226,00",762.00,2011
ACEH,5,3085.00,307556.00,"27,1","1 268,00",39384.00,2011
SUMATERA UTARA,5,37929.00,467138.00,"27,2","2 042,00",1091711.00,2011
SUMATERA BARAT,5,5571.00,231463.00,,,191946.00,2011
RIAU,5,4144.00,115897.00,27,"2 405,00",79480.00,2011
JAMBI,5,2819.00,113757.00,"26,9","2 295,00",40462.00,2011
SUMATERA SELATAN,5,9792.00,629355.00,"27,3","2 593,00",159346.00,2011
BENGKULU,5,4047.00,90217.00,,,47735.00,2011
LAMPUNG,5,368096.00,350949.00,"26,8","1 568,00",9193676.00,2011
KEP. BANGKA BELITUNG,5,886.00,5932.00,"27,4","2 921,00",13276.00,2011
KEP. RIAU,5,721.00,393.00,"26,8","3 893,00",7805.00,2011
DKI JAKARTA,5,15.00,1098.00,"28,5","1 274,00",176.00,2011
JAWA BARAT,5,103244.00,930507.00,"23,4","1 789,00",2058785.00,2011
JAWA TENGAH,5,173195.00,960970.00,"27,7","1 879,00",3501458.00,2011
DI YOGYAKARTA,5,62414.00,55291.00,26,"2 285,00",867596.00,2011
JAWA TIMUR,5,199407.00,1106449.00,,"1 790,00",4032081.00,2011
BANTEN,5,7374.00,197165.00,27,"1 141,00",107052.00,2011
BALI,5,10683.00,80164.00,"26,8","1 890,00",166291.00,2011
NUSA TENGGARA BARAT,5,5167.00,240180.00,,,75367.00,2011
NUSA TENGGARA TIMUR,5,96705.00,144574.00,27,"1 699,00",962128.00,2011
KALIMANTAN BARAT,5,10783.00,318581.00,"26,6","3 129,00",141550.00,2011
KALIMANTAN TENGAH,5,4181.00,202237.00,,"3 434,60",49475.00,2011
KALIMANTAN SELATAN,5,5701.00,457155.00,"27,1","2 751,00",86504.00,2011
KALIMANTAN TIMUR,5,5214.00,90518.00,"27,3","2 990,00",91858.00,2011
KALIMANTAN UTARA,5,-,-,,,-,2011
SULAWESI UTARA,5,5371.00,56181.00,"26,1","3 031,00",70147.00,2011
SULAWESI TENGAH,5,4198.00,137786.00,"27,6",667,83139.00,2011
SULAWESI SELATAN,5,20268.00,576559.00,"26,8","3 465,00",370125.00,2011
SULAWESI TENGGARA,5,9130.00,85585.00,,"1 511,00",164850.00,2011
GORONTALO,5,474.00,28707.00,27,"2 272,00",5910.00,2011
SULAWESI BARAT,5,2881.00,55016.00,"27,7","1 660,00",47670.00,2011
MALUKU,5,7040.00,14085.00,"26,6","3 988,00",125763.00,2011
MALUKU UTARA,5,9550.00,9093.00,"26,9","2 962,00",115940.00,2011
PAPUA BARAT,5,1744.00,7648.00,"27,1","2 681,00",20440.00,2011
PAPUA,5,2867.00,27756.00,"27,1","2 226,00",34899.00,2011
ACEH,6,1137.00,307556.00,"27,1","1 268,00",11844.00,2011
SUMATERA UTARA,6,15466.00,467138.00,"27,2","2 042,00",191104.00,2011
SUMATERA BARAT,6,4348.00,231463.00,,,98120.00,2011
RIAU,6,1203.00,115897.00,27,"2 405,00",9912.00,2011
JAMBI,6,3017.00,113757.00,"26,9","2 295,00",68735.00,2011
SUMATERA SELATAN,6,2620.00,629355.00,"27,3","2 593,00",18309.00,2011
BENGKULU,6,2734.00,90217.00,,,26445.00,2011
LAMPUNG,6,4848.00,350949.00,"26,8","1 568,00",47239.00,2011
KEP. BANGKA BELITUNG,6,393.00,5932.00,"27,4","2 921,00",3009.00,2011
KEP. RIAU,6,234.00,393.00,"26,8","3 893,00",1805.00,2011
DKI JAKARTA,6,-,1098.00,"28,5","1 274,00",-,2011
JAWA BARAT,6,27931.00,930507.00,"23,4","1 789,00",429378.00,2011
JAWA TENGAH,6,8046.00,960970.00,"27,7","1 879,00",157972.00,2011
DI YOGYAKARTA,6,413.00,55291.00,26,"2 285,00",4584.00,2011
JAWA TIMUR,6,14177.00,1106449.00,,"1 790,00",217545.00,2011
BANTEN,6,2879.00,197165.00,27,"1 141,00",34589.00,2011
BALI,6,5982.00,80164.00,"26,8","1 890,00",69528.00,2011
NUSA TENGGARA BARAT,6,954.00,240180.00,,,11970.00,2011
NUSA TENGGARA TIMUR,6,15781.00,144574.00,27,"1 699,00",129728.00,2011
KALIMANTAN BARAT,6,1713.00,318581.00,"26,6","3 129,00",13774.00,2011
KALIMANTAN TENGAH,6,1205.00,202237.00,,"3 434,60",8570.00,2011
KALIMANTAN SELATAN,6,1988.00,457155.00,"27,1","2 751,00",23918.00,2011
KALIMANTAN TIMUR,6,2239.00,90518.00,"27,3","2 990,00",21432.00,2011
KALIMANTAN UTARA,6,-,-,,,-,2011
SULAWESI UTARA,6,4736.00,56181.00,"26,1","3 031,00",46266.00,2011
SULAWESI TENGAH,6,2306.00,137786.00,"27,6",667,25111.00,2011
SULAWESI SELATAN,6,5391.00,576559.00,"26,8","3 465,00",66946.00,2011
SULAWESI TENGGARA,6,3254.00,85585.00,,"1 511,00",26476.00,2011
GORONTALO,6,260.00,28707.00,27,"2 272,00",2565.00,2011
SULAWESI BARAT,6,1805.00,55016.00,"27,7","1 660,00",20455.00,2011
MALUKU,6,1967.00,14085.00,"26,6","3 988,00",17913.00,2011
MALUKU UTARA,6,3663.00,9093.00,"26,9","2 962,00",31943.00,2011
PAPUA BARAT,6,1018.00,7648.00,"27,1","2 681,00",10410.00,2011
PAPUA,6,34413.00,27756.00,"27,1","2 226,00",348438.00,2011
ACEH,0,387803.00,308973.00,"26,9","1 098,00",1788738.00,2012
SUMATERA UTARA,0,765099.00,448722.00,"27,3","3 175,00",3715514.00,2012
SUMATERA BARAT,0,476422.00,230775.00,"25,2","4 339,00",2368390.00,2012
RIAU,0,144015.00,109585.00,"27,3","2 636,00",512152.00,2012
JAMBI,0,149369.00,113379.00,"26,7","1 874,00",625164.00,2012
SUMATERA SELATAN,0,769725.00,610314.00,"27,4","3 083,00",3295247.00,2012
BENGKULU,0,144448.00,88877.00,"26,9","2 545,00",581910.00,2012
LAMPUNG,0,641876.00,364111.00,"26,8","1 685,00",3101455.00,2012
KEP. BANGKA BELITUNG,0,7995.00,6133.00,27,"2 018,00",22395.00,2012
KEP. RIAU,0,382.00,559.00,"26,8","3 253,00",1323.00,2012
DKI JAKARTA,0,1897.00,1001.00,"28,1","1 570,00",11044.00,2012
JAWA BARAT,0,1918799.00,923575.00,"23,4","2 510,00",11271861.00,2012
JAWA TENGAH,0,1773558.00,962289.00,28,"2 248,00",10232934.00,2012
DI YOGYAKARTA,0,152912.00,55023.00,"26,6","2 014,00",946224.00,2012
JAWA TIMUR,0,1975719.00,1105550.00,28,"1 389,00",12198707.00,2012
BANTEN,0,362636.00,195951.00,"27,1","1 197,00",1865893.00,2012
BALI,0,149000.00,79399.00,"26,9","1 849,00",865553.00,2012
NUSA TENGGARA BARAT,0,425448.00,246569.00,"25,8","2 137,00",2114231.00,2012
NUSA TENGGARA TIMUR,0,200094.00,148810.00,"27,2","1 211,00",698566.00,2012
KALIMANTAN BARAT,0,427798.00,322541.00,"27,1","3 081,00",1300100.00,2012
KALIMANTAN TENGAH,0,251787.00,226903.00,"27,3","2 596,00",755507.00,2012
KALIMANTAN SELATAN,0,496082.00,451869.00,"26,6","2 486,00",2086221.00,2012
KALIMANTAN TIMUR,0,142573.00,90887.00,28,"2 421,00",561959.00,2012
KALIMANTAN UTARA,0,-,-,,,-,2012
SULAWESI UTARA,0,126931.00,56173.00,"26,1","3 013,00",615062.00,2012
SULAWESI TENGAH,0,229080.00,143475.00,"27,7",760,1024316.00,2012
SULAWESI SELATAN,0,981394.00,592376.00,27,"2 493,00",5003011.00,2012
SULAWESI TENGGARA,0,124511.00,92280.00,,,516291.00,2012
GORONTALO,0,51193.00,30728.00,27,"1 775,00",245786.00,2012
SULAWESI BARAT,0,83796.00,59020.00,"27,6","1 087,00",412338.00,2012
MALUKU,0,20489.00,15972.00,"26,4","5 041,00",84271.00,2012
MALUKU UTARA,0,17794.00,9359.00,,,65686.00,2012
PAPUA BARAT,0,7750.00,8330.00,"27,2","3 290,00",30245.00,2012
PAPUA,0,37149.00,27756.00,27,"1 916,00",138032.00,2012
ACEH,1,43675.00,308973.00,"26,9","1 098,00",167285.00,2012
SUMATERA UTARA,1,243098.00,448722.00,"27,3","3 175,00",1347124.00,2012
SUMATERA BARAT,1,75657.00,230775.00,"25,2","4 339,00",495497.00,2012
RIAU,1,13284.00,109585.00,"27,3","2 636,00",31433.00,2012
JAMBI,1,6587.00,113379.00,"26,7","1 874,00",25571.00,2012
SUMATERA SELATAN,1,28617.00,610314.00,"27,4","3 083,00",112917.00,2012
BENGKULU,1,22653.00,88877.00,"26,9","2 545,00",103771.00,2012
LAMPUNG,1,360264.00,364111.00,"26,8","1 685,00",1760275.00,2012
KEP. BANGKA BELITUNG,1,268.00,6133.00,27,"2 018,00",967.00,2012
KEP. RIAU,1,390.00,559.00,"26,8","3 253,00",849.00,2012
DKI JAKARTA,1,3.00,1001.00,"28,1","1 570,00",6.00,2012
JAWA BARAT,1,148601.00,923575.00,"23,4","2 510,00",1028653.00,2012
JAWA TENGAH,1,553372.00,962289.00,28,"2 248,00",3041630.00,2012
DI YOGYAKARTA,1,73766.00,55023.00,"26,6","2 014,00",336608.00,2012
JAWA TIMUR,1,1232523.00,1105550.00,28,"1 389,00",6295301.00,2012
BANTEN,1,3074.00,195951.00,"27,1","1 197,00",9819.00,2012
BALI,1,21008.00,79399.00,"26,9","1 849,00",61873.00,2012
NUSA TENGGARA BARAT,1,117030.00,246569.00,"25,8","2 137,00",642674.00,2012
NUSA TENGGARA TIMUR,1,245323.00,148810.00,"27,2","1 211,00",629386.00,2012
KALIMANTAN BARAT,1,44642.00,322541.00,"27,1","3 081,00",170123.00,2012
KALIMANTAN TENGAH,1,2752.00,226903.00,"27,3","2 596,00",7947.00,2012
KALIMANTAN SELATAN,1,21723.00,451869.00,"26,6","2 486,00",112066.00,2012
KALIMANTAN TIMUR,1,4104.00,90887.00,28,"2 421,00",9940.00,2012
KALIMANTAN UTARA,1,-,-,,,-,2012
SULAWESI UTARA,1,120272.00,56173.00,"26,1","3 013,00",440308.00,2012
SULAWESI TENGAH,1,37418.00,143475.00,"27,7",760,141649.00,2012
SULAWESI SELATAN,1,325329.00,592376.00,27,"2 493,00",1515329.00,2012
SULAWESI TENGGARA,1,30884.00,92280.00,,,78447.00,2012
GORONTALO,1,135543.00,30728.00,27,"1 775,00",644754.00,2012
SULAWESI BARAT,1,25141.00,59020.00,"27,6","1 087,00",122554.00,2012
MALUKU,1,4768.00,15972.00,"26,4","5 041,00",18281.00,2012
MALUKU UTARA,1,11074.00,9359.00,,,25543.00,2012
PAPUA BARAT,1,1199.00,8330.00,"27,2","3 290,00",2049.00,2012
PAPUA,1,3553.00,27756.00,27,"1 916,00",6393.00,2012
ACEH,2,35599.00,308973.00,"26,9","1 098,00",51439.00,2012
SUMATERA UTARA,2,5475.00,448722.00,"27,3","3 175,00",5419.00,2012
SUMATERA BARAT,2,850.00,230775.00,"25,2","4 339,00",1106.00,2012
RIAU,2,3686.00,109585.00,"27,3","2 636,00",4182.00,2012
JAMBI,2,2809.00,113379.00,"26,7","1 874,00",3516.00,2012
SUMATERA SELATAN,2,7756.00,610314.00,"27,4","3 083,00",12162.00,2012
BENGKULU,2,2253.00,88877.00,"26,9","2 545,00",2316.00,2012
LAMPUNG,2,6708.00,364111.00,"26,8","1 685,00",7993.00,2012
KEP. BANGKA BELITUNG,2,1.00,6133.00,27,"2 018,00",1.00,2012
KEP. RIAU,2,15.00,559.00,"26,8","3 253,00",15.00,2012
DKI JAKARTA,2,-,1001.00,"28,1","1 570,00",-,2012
JAWA BARAT,2,30345.00,923575.00,"23,4","2 510,00",47426.00,2012
JAWA TENGAH,2,97112.00,962289.00,28,"2 248,00",152416.00,2012
DI YOGYAKARTA,2,28554.00,55023.00,"26,6","2 014,00",36033.00,2012
JAWA TIMUR,2,220815.00,1105550.00,28,"1 389,00",361986.00,2012
BANTEN,2,5213.00,195951.00,"27,1","1 197,00",5780.00,2012
BALI,2,6344.00,79399.00,"26,9","1 849,00",8210.00,2012
NUSA TENGGARA BARAT,2,62888.00,246569.00,"25,8","2 137,00",74156.00,2012
NUSA TENGGARA TIMUR,2,2691.00,148810.00,"27,2","1 211,00",2781.00,2012
KALIMANTAN BARAT,2,998.00,322541.00,"27,1","3 081,00",1339.00,2012
KALIMANTAN TENGAH,2,1448.00,226903.00,"27,3","2 596,00",1700.00,2012
KALIMANTAN SELATAN,2,2878.00,451869.00,"26,6","2 486,00",3860.00,2012
KALIMANTAN TIMUR,2,1042.00,90887.00,28,"2 421,00",1364.00,2012
KALIMANTAN UTARA,2,-,-,,,-,2012
SULAWESI UTARA,2,2232.00,56173.00,"26,1","3 013,00",2973.00,2012
SULAWESI TENGAH,2,5621.00,143475.00,"27,7",760,8202.00,2012
SULAWESI SELATAN,2,19964.00,592376.00,27,"2 493,00",29938.00,2012
SULAWESI TENGGARA,2,3870.00,92280.00,,,3710.00,2012
GORONTALO,2,2851.00,30728.00,27,"1 775,00",3451.00,2012
SULAWESI BARAT,2,2021.00,59020.00,"27,6","1 087,00",3222.00,2012
MALUKU,2,272.00,15972.00,"26,4","5 041,00",348.00,2012
MALUKU UTARA,2,978.00,9359.00,,,1303.00,2012
PAPUA BARAT,2,603.00,8330.00,"27,2","3 290,00",650.00,2012
PAPUA,2,3732.00,27756.00,27,"1 916,00",4156.00,2012
ACEH,3,5681.00,308973.00,"26,9","1 098,00",6934.00,2012
SUMATERA UTARA,3,10154.00,448722.00,"27,3","3 175,00",12074.00,2012
SUMATERA BARAT,3,6819.00,230775.00,"25,2","4 339,00",9597.00,2012
RIAU,3,1723.00,109585.00,"27,3","2 636,00",1622.00,2012
JAMBI,3,1203.00,113379.00,"26,7","1 874,00",1535.00,2012
SUMATERA SELATAN,3,3129.00,610314.00,"27,4","3 083,00",4060.00,2012
BENGKULU,3,5403.00,88877.00,"26,9","2 545,00",5802.00,2012
LAMPUNG,3,8420.00,364111.00,"26,8","1 685,00",10694.00,2012
KEP. BANGKA BELITUNG,3,325.00,6133.00,27,"2 018,00",325.00,2012
KEP. RIAU,3,174.00,559.00,"26,8","3 253,00",164.00,2012
DKI JAKARTA,3,1.00,1001.00,"28,1","1 570,00",1.00,2012
JAWA BARAT,3,53569.00,923575.00,"23,4","2 510,00",76574.00,2012
JAWA TENGAH,3,105679.00,962289.00,28,"2 248,00",143687.00,2012
DI YOGYAKARTA,3,60725.00,55023.00,"26,6","2 014,00",62901.00,2012
JAWA TIMUR,3,163513.00,1105550.00,28,"1 389,00",213792.00,2012
BANTEN,3,10727.00,195951.00,"27,1","1 197,00",11691.00,2012
BALI,3,9572.00,79399.00,"26,9","1 849,00",11616.00,2012
NUSA TENGGARA BARAT,3,25508.00,246569.00,"25,8","2 137,00",38890.00,2012
NUSA TENGGARA TIMUR,3,19694.00,148810.00,"27,2","1 211,00",21563.00,2012
KALIMANTAN BARAT,3,1383.00,322541.00,"27,1","3 081,00",1663.00,2012
KALIMANTAN TENGAH,3,687.00,226903.00,"27,3","2 596,00",771.00,2012
KALIMANTAN SELATAN,3,10162.00,451869.00,"26,6","2 486,00",12377.00,2012
KALIMANTAN TIMUR,3,1479.00,90887.00,28,"2 421,00",1809.00,2012
KALIMANTAN UTARA,3,-,-,,,-,2012
SULAWESI UTARA,3,6293.00,56173.00,"26,1","3 013,00",8247.00,2012
SULAWESI TENGAH,3,6136.00,143475.00,"27,7",760,9473.00,2012
SULAWESI SELATAN,3,23351.00,592376.00,27,"2 493,00",27402.00,2012
